-1.390407307766095280e-01,-3.600093062477098260e-01
-1.644177670109278955e+00,-1.557612311890547996e-01
-2.294550727631905929e+00,-6.364723814402220570e-02
-2.751914641306992593e+00,-1.358759845828961255e-01
-4.343321949851493002e+00,-1.951000889731874591e-02
-4.582674700268389856e+00,-2.506678112721315646e-02
-3.721266273385377854e+00,-6.863828851429658318e-02
-1.717379326417471042e+00,-2.246839209196958148e-02
-2.396087993161081453e+00,-3.158516187682898213e-01
-1.658147281292169151e+00,6.850667620224634713e-02
-2.844584265693444358e+00,2.733172597485448163e-01
-1.721153387725676609e+00,-9.705475758451428958e-02
-1.867750146435764869e-02,3.288674379660443958e-01
-6.164884007242750208e-01,3.695279915456341491e-01
-7.012575309869094609e-01,2.512400778338587659e-01
-1.184838846096161191e+00,-6.604270528668677864e-02
-1.600192837939710122e-01,3.739773938848052481e-02
-9.700792373428001047e-01,2.581849813460830867e-01
3.264364104957373502e-02,-7.236352992821463992e-02
-2.734709563620072448e-01,-1.689085608892654244e-01
-1.558000835890189339e+00,-1.501789538324126150e-01
4.128165965044883201e-01,-1.281944644271769962e-01
9.419145519824763113e-01,3.979156594528204249e-01
1.065081139696203216e+00,9.307707291533694194e-02
2.214457775336284406e+00,1.085181734766875961e+00
1.422060531779420378e+00,-1.122691736749808156e+00
1.804209871268787513e+00,-2.892641290654684449e-01
2.142663377208136044e+00,1.816350056794704848e+00
1.769393911766763638e+00,-5.421419811702483660e-01
5.943535058780997637e-01,-2.066413745242294819e-01
1.089962287616403902e-01,1.878983861512704689e-01
7.624468513485166410e-01,-9.360717849854399697e-01
-4.374929256043436077e-03,-4.078193210057787926e-02
-3.118515651155276958e-01,-2.061516098921036544e-01
-1.376094677501742858e+00,4.054973294721606059e-01
-2.847631776502516754e+00,-5.293343510624292508e-02
-2.006746801524045942e+00,1.482614940831767647e-01
-1.561913826925217297e+00,-3.013667378803724373e-01
-1.117429501601318265e+00,-1.321878133951573664e-01
7.223683950156538636e-01,5.220446293383848024e-01
1.420971072447316796e+00,1.322246199843350345e+00
2.879360403842750937e+00,2.863392835245538226e+00
4.205140447796447134e+00,2.997820519285753882e+00
4.429473944435745381e+00,-4.894038083528738370e-01
3.781727682978795801e+00,-2.418940041288301757e+00
3.854697095731955070e+00,-9.879665073893201255e-01
2.346283741942890355e+00,-6.644142988614744061e-01
2.755088785997667600e+00,-2.127567058778597475e-01
3.285007532856693668e+00,-1.278797720385233871e+00
4.234782976621586315e+00,-3.604522071465481758e+00
4.071458109594937369e+00,2.541722177734189736e-01
2.721640485704605261e+00,5.276191191708772266e-01
1.640896988711184168e+00,1.177702719983709789e+00
1.149693812595303566e+00,2.993867036590253106e-01
2.534540671403298973e+00,2.354728123748825119e+00
3.277322802262554902e+00,2.481126415863352364e+00
3.505906788982270150e+00,3.248482397564047552e-01
3.649477079873150842e+00,7.558155853381135714e+00
4.680799826791020024e+00,5.790139903705197710e+00
4.020231240799986949e+00,-4.252324471685131613e+00
2.405564571632573312e+00,2.174818721559415025e+00
8.276196187716962083e-01,1.404381435375294362e+00
5.404892130675209572e-01,8.189263239946718842e-02
-8.856832569964984136e-02,-2.320537798455813150e-01
-1.158449833029593812e+00,-5.671460655594231515e-01
-1.751969996026666365e+00,5.876002943857037281e-02
-2.214558597542397145e+00,-1.039032916179424317e-02
-5.448045373499954547e-01,-5.468106959948800805e-01
-9.733881820913590222e-01,-4.707496555423018036e-01
1.562785716527148594e-01,1.930722719346140981e-02
-2.086359516190544605e-03,-2.158332212935587247e-01
3.657768019417899086e-01,-8.577958857749572175e-02
1.000138430282845325e-01,-9.690907888376272261e-01
8.239541935844427734e-01,5.135245766652968280e-01
-1.424504935483865697e+00,-1.413122550992213233e-01
-4.288556226430190188e-01,-2.931425215010736718e-01
-1.524037278127674755e+00,-2.482499802616447149e-01
-3.494536500797542633e-01,-7.846462115302430540e-01
7.591514882418144428e-01,-9.553249571063211487e-01
1.114024463985169300e+00,1.236064233438144422e-01
-2.385258741563869300e-01,5.775954899424039224e-02
-4.307327247469159293e-01,4.650629046351423823e-01
-1.008380033775529316e+00,5.121598335086589016e-01
-2.094238792138487959e+00,4.602680377277906798e-02
-6.657558360038855483e-01,-3.803479127920914582e-01
-1.943705313810484281e+00,1.436121484160896022e-01
-1.722943792563500054e+00,-6.206454317095686651e-02
-1.188279914743826993e+00,1.758652125255487642e-01
-3.298839827796570257e-01,6.149765224637524647e-02
-2.810870720811491363e-01,2.595928192326889539e-01
1.385938055325863782e+00,-9.588829423921634287e-01
-3.976264811887904038e-01,-9.775983020889684738e-01
2.563122518567101382e-01,-1.109889675326928504e+00
3.776632929588036314e-02,-2.412034688470819643e-01
-6.092638109609546104e-01,-2.054865192946110086e-01
-1.217553179029281285e+00,-2.966340348357388024e-01
-5.340508145665443518e-01,5.337463491448368735e-02
2.634051476859748386e-01,3.391390767226082348e-01
-8.242593295063581627e-01,-3.096244974599659527e-01
2.873907186791994084e-01,-9.676657324997580689e-01
